Measurement Date,Water Temperature,Turbidity,Wave Height,Wave Period,Battery Life,Measurement Day,Measurement Month,Measurement Year,Measurement Hour,Latitude,Longitude,class
2014-06-17,17.94326241134752,0.8731914893617022,0.12619858156028368,3.6382978723404253,11.351773049645391,17.0,6.0,2014.0,11.4822695035461,41.853706489361706,-87.5927189574468,0
2014-06-18,17.2531914893617,1.4695744680851064,0.16890070921985817,3.7163120567375887,11.301418439716311,18.0,6.0,2014.0,11.4822695035461,41.853706489361706,-87.5927189574468,0
2014-06-19,17.245833333333334,2.2050694444444443,0.22633333333333333,3.3055555555555554,11.227777777777778,19.0,6.0,2014.0,11.5,41.85175733333333,-87.59183066666667,0
2014-06-20,17.88840579710145,1.1797826086956522,0.1743623188405797,3.0144927536231885,11.192028985507246,20.0,6.0,2014.0,11.434782608695652,41.85175733333333,-87.59183066666667,0
2014-06-21,17.81240875912409,1.1078102189781023,0.18314598540145985,3.065693430656934,11.159124087591241,21.0,6.0,2014.0,11.124087591240876,41.85242602189781,-87.59213540875913,0
2014-06-22,18.439583333333335,0.8713888888888889,0.1495625,2.888888888888889,11.129166666666666,22.0,6.0,2014.0,11.5,41.85175733333333,-87.59183066666667,0
2014-06-23,18.821374045801527,0.706030534351145,0.11800000000000001,3.404580152671756,11.091603053435115,23.0,6.0,2014.0,10.946564885496183,41.85245664885496,-87.59214936641222,0
2014-06-24,19.454545454545453,0.5887412587412587,0.09537062937062937,4.370629370629371,11.067832167832169,24.0,6.0,2014.0,11.433566433566433,41.85239796503497,-87.59212262237762,0
2014-06-25,19.458394160583943,1.3076642335766424,0.22514598540145986,3.6496350364963503,11.016788321167883,25.0,6.0,2014.0,11.496350364963504,41.85242602189781,-87.59213540875913,0
2014-06-26,19.188111888111887,2.285734265734266,0.21462237762237762,3.9510489510489513,10.962237762237761,26.0,6.0,2014.0,11.503496503496503,41.85239796503497,-87.59212262237762,0
2014-06-27,19.922916666666666,1.4364583333333334,0.15734722222222222,3.076388888888889,10.911111111111111,27.0,6.0,2014.0,11.5,41.85175733333333,-87.59183066666667,0
2014-06-28,19.19929577464789,0.7752112676056337,0.13799295774647888,3.471830985915493,10.850704225352112,28.0,6.0,2014.0,11.485915492957746,41.85304761971831,-87.59241869014085,0
2014-06-29,19.288111888111885,0.8566433566433567,0.12065734265734267,3.6503496503496504,10.827972027972029,29.0,6.0,2014.0,11.475524475524475,41.852715503496505,-87.59228153846155,0
2014-06-30,17.407638888888886,0.8847222222222223,0.12049305555555555,3.8125,10.739583333333334,30.0,6.0,2014.0,11.5,41.85175733333333,-87.59183066666667,0
2014-07-06,18.141666666666666,0.8509722222222221,0.1321388888888889,2.9722222222222223,11.648611111111112,7.0,6.0,2014.0,11.5,41.859387,-87.59281399999999,0
2014-07-07,17.215,0.8826999999999999,0.1023,4.64,10.843,7.0,7.0,2014.0,7.92,41.85404362,-87.59289290999999,0
2014-07-08,22.391666666666666,2.1284375,0.1863125,2.9166666666666665,10.841666666666667,7.0,8.0,2014.0,11.5,41.891459000000005,-87.60736250000001,0
2014-07-13,16.300694444444446,0.8497916666666667,0.12579166666666666,3.8472222222222223,11.906944444444443,13.0,7.0,2014.0,11.5,41.85175733333333,-87.59183066666667,0
2014-07-14,16.795833333333334,0.6816666666666666,0.12790972222222222,3.6319444444444446,11.81388888888889,14.0,7.0,2014.0,11.5,41.85175733333333,-87.59183066666667,0
2014-07-15,16.793129770992365,2.0016030534351144,0.2542824427480916,4.312977099236641,11.741984732824427,15.0,7.0,2014.0,11.366412213740459,41.85665254198474,-87.5940615648855,0
2014-07-16,18.402542372881356,1.5902542372881356,0.23782203389830509,4.406779661016949,11.66186440677966,16.0,7.0,2014.0,12.694915254237289,41.85537740677966,-87.593425,0
2014-07-17,19.075000000000003,0.9296774193548387,0.15578225806451612,3.435483870967742,11.643548387096773,17.0,7.0,2014.0,12.39516129032258,41.85819600806452,-87.59449624193547,0
2014-07-18,19.011016949152545,0.8385593220338984,0.13869491525423727,3.2796610169491527,11.601694915254237,18.0,7.0,2014.0,13.059322033898304,41.86045160169491,-87.59548709322033,0
2014-07-19,20.068115942028985,0.6855797101449276,0.1243623188405797,4.630434782608695,11.540579710144927,19.0,7.0,2014.0,11.173913043478262,41.85175733333333,-87.59183066666667,0
2014-07-20,20.411805555555556,0.8326388888888889,0.13037500000000002,3.6875,11.522916666666667,20.0,7.0,2014.0,11.5,41.85175733333333,-87.59183066666667,0
2014-07-21,19.428472222222222,0.9468055555555556,0.10850694444444445,4.611111111111111,11.46875,21.0,7.0,2014.0,11.5,41.85175733333333,-87.59183066666667,0
2014-07-22,16.906944444444445,0.9300694444444445,0.09447222222222224,5.055555555555555,11.415972222222223,22.0,7.0,2014.0,11.5,41.85175733333333,-87.59183066666667,0
2014-07-23,15.881081081081081,16.847207207207205,0.39625225225225225,5.666666666666667,11.394594594594594,23.0,7.0,2014.0,10.567567567567568,41.87635348648649,-87.60193224324325,1
2014-07-24,17.03409090909091,15.081704545454546,0.25929545454545455,4.204545454545454,11.365909090909092,24.0,7.0,2014.0,12.409090909090908,41.891459000000005,-87.60736250000001,1
2014-07-25,17.666666666666668,4.268229166666667,0.11590625,3.6875,11.340625000000001,25.0,7.0,2014.0,11.5,41.891459000000005,-87.60736250000001,0
2014-07-26,18.321875000000002,2.7692708333333336,0.10738541666666666,4.104166666666667,11.296875,26.0,7.0,2014.0,11.5,41.891459000000005,-87.60736250000001,0
2014-07-27,18.9375,2.45125,0.14505208333333333,4.270833333333333,11.277083333333335,27.0,7.0,2014.0,11.5,41.891459000000005,-87.60736250000001,0
2014-07-28,18.210416666666667,21.927083333333332,0.39137500000000003,7.083333333333333,11.203125,28.0,7.0,2014.0,11.5,41.891459000000005,-87.60736250000001,1
2014-07-29,18.828125,12.151458333333332,0.18016666666666667,4.90625,11.172916666666666,29.0,7.0,2014.0,11.5,41.891459000000005,-87.60736250000001,1
2014-07-30,19.654166666666665,7.506041666666667,0.16711458333333332,3.1041666666666665,11.130208333333334,30.0,7.0,2014.0,11.5,41.891459000000005,-87.60736250000001,1
2014-07-31,19.785416666666666,4.261145833333333,0.10407291666666667,4.114583333333333,11.084375,31.0,7.0,2014.0,11.5,41.891459000000005,-87.60736250000001,0
2014-08-06,17.484722222222224,8.47,0.3313333333333333,4.708333333333333,11.531944444444445,8.0,6.0,2014.0,11.5,41.859387,-87.59281399999999,1
